kx,ifmx,ifmy,zin,zout,stridex,pad_x,group,latency,energy
5,55,55,64,192,1,2,1,939131,153207507.5
3,27,27,192,384,1,1,1,512060,89514877.07
3,13,13,384,256,1,1,1,214684,30537180.99
3,13,13,256,256,1,1,1,143735,18718288.24
