kx,ifmx,ifmy,zin,zout,stridex,pad_x,group,latency,energy
1,224,224,192,160,1,1,1,1867097,361594469.5
1,224,224,160,96,1,1,1,1040336,200168649.6
5,112,112,96,192,1,2,1,5666769,926633429.1
1,112,112,192,192,1,1,1,483005,89315152.29
1,112,112,192,192,1,1,1,483005,89315152.29
3,56,56,192,192,1,1,1,1032299,167944144.8
1,56,56,192,10,1,1,1,13358,1920582.28
