kx,ifmx,ifmy,zin,zout,stridex,pad_x,group,latency,energy
3,240,320,32,32,1,1,1,697596,121384612.8
3,240,320,32,32,1,1,1,697596,121384612.8
3,240,320,32,64,2,1,1,351996,60783806.4
3,120,160,64,64,1,1,1,697679,122287097.2
1,240,320,32,64,2,0,1,45072,13624108.8
3,120,160,64,64,1,1,1,697679,122287097.2
3,120,160,64,64,1,1,1,697679,122287097.2
3,120,160,64,64,1,1,1,697679,122287097.2
3,120,160,64,64,1,1,1,697679,122287097.2
3,120,160,64,128,2,1,1,352661,61259611.6
3,60,80,128,128,1,1,1,700809,109325552.40000004
1,120,160,64,128,2,0,1,39868,9446840.0
3,60,80,128,128,1,1,1,700809,109325552.40000004
3,60,80,128,128,1,1,1,700809,109325552.40000004
3,60,80,128,128,1,1,1,700809,109325552.40000004
3,60,80,128,128,1,1,1,700809,109325552.40000004
3,60,80,128,256,2,1,1,381315,58535932.08000001
3,30,40,256,256,1,1,1,761015,115423740.4
1,60,80,128,256,2,0,1,43920,7972010.24
3,30,40,256,256,1,1,1,761015,115423740.4
3,30,40,256,256,1,1,1,761015,115423740.4
1,30,40,256,4,1,0,1,3008,317134.08
1,30,40,256,2,1,0,1,3008,317134.08
1,30,40,256,2,1,0,1,3008,317134.08
