kx,ifmx,ifmy,zin,zout,stridex,pad_x,group,latency,energy
1,30,40,96,32,1,0,1,4569,792986.6400000001
1,30,40,32,96,1,0,1,7041,1864151.44
3,30,40,96,96,1,1,96,13519,2947011.44
1,30,40,96,32,1,0,1,4569,792986.6400000001
1,30,40,32,192,1,0,1,10450,2793328.16
3,30,40,192,192,2,1,192,7186,1185211.04
1,15,20,192,64,1,0,1,5765,804627.28
1,15,20,64,384,1,0,1,11144,2034160.0
3,15,20,384,384,1,1,384,12407,2319332.08
1,15,20,384,64,1,0,1,11039,1487753.2
1,15,20,64,384,1,0,1,11144,2034160.0
3,15,20,384,384,1,1,384,12407,2319332.08
1,15,20,384,64,1,0,1,11039,1487753.2
1,15,20,64,384,1,0,1,11144,2034160.0
3,15,20,384,384,2,1,384,5447,737577.52
1,8,10,384,64,1,0,1,5199,485182.8000000001
1,8,10,64,384,1,0,1,5075,659638.0
3,8,10,384,384,1,1,384,5393,736173.52
1,8,10,384,64,1,0,1,5199,485182.8000000001
1,8,10,64,384,1,0,1,5075,659638.0
3,8,10,384,384,1,1,384,5393,736173.52
1,8,10,384,64,1,0,1,5199,485182.8000000001
1,8,10,64,384,1,0,1,5075,659638.0
3,8,10,384,384,1,1,384,5393,736173.52
1,8,10,384,64,1,0,1,5199,485182.8000000001
1,8,10,64,384,1,0,1,5075,659638.0
3,8,10,384,384,1,1,384,5393,736173.52
1,8,10,384,96,1,0,1,8499,920991.6
1,8,10,96,576,1,0,1,9456,1273242.7199999995
3,8,10,576,576,1,1,576,7730,1094913.28
1,8,10,576,96,1,0,1,12325,1334940.5599999998
1,8,10,96,576,1,0,1,9456,1273242.7199999995
3,8,10,576,576,1,1,576,7730,1094913.28
1,8,10,576,96,1,0,1,12325,1334940.5599999998
1,8,10,96,576,1,0,1,9456,1273242.7199999995
3,8,10,576,576,2,1,576,7418,596495.3200000001
1,4,5,576,128,1,0,1,10391,727116.64
1,4,5,128,768,1,0,1,14857,1128290.48
3,4,5,768,768,1,1,768,9749,791643.7599999999
1,4,5,768,128,1,0,1,13605,951506.88
1,4,5,128,768,1,0,1,14857,1128290.48
3,4,5,768,768,1,1,768,9749,791643.7599999999
1,4,5,768,128,1,0,1,13605,951506.88
1,4,5,128,768,1,0,1,14857,1128290.48
3,4,5,768,768,1,1,768,9749,791643.7599999999
1,4,5,768,160,1,0,1,19581,1405771.32
1,4,5,160,4,1,0,1,479,25612.372000000007
1,4,5,160,2,1,0,1,479,25612.372000000007
1,4,5,160,2,1,0,1,479,25612.372000000007
